order_id,customer_id,warehouse_id,order_date,status,total_value_usd,expected_delivery,actual_delivery
ORD003880,CUS05670,W049,0:26:09,Shipped,1842.215214,0:14:29,0:18:05
ORD003881,CUS02736,W029,0:00:22,Pending,207.6746866,0:54:19,0:47:05
ORD003882,CUS09868,W018,0:56:02,Shipped,1718.482909,0:32:46,0:52:24
ORD003883,CUS08491,W023,0:55:45,Delivered,1180.419091,0:12:34,0:02:25
ORD003884,CUS00957,W033,0:13:33,Pending,844.7769408,0:21:52,0:43:13
ORD003885,CUS09307,W048,0:29:58,Delivered,1436.158459,0:57:30,0:36:16
ORD003886,CUS06624,W009,0:13:23,Shipped,290.0855837,0:01:07,0:52:42
ORD003887,CUS01475,W044,0:51:40,Shipped,1324.785713,0:42:35,0:37:22
ORD003888,CUS04461,W043,0:59:27,Processing,589.2227987,0:26:24,0:12:59
ORD003889,CUS07003,W038,0:21:12,Shipped,386.7709578,0:43:25,0:07:20
ORD003890,CUS06397,W004,0:18:33,Shipped,271.8316627,0:05:04,0:13:44
ORD003891,CUS02829,W016,0:59:48,Cancelled,1890.872745,0:51:53,0:20:10
ORD003892,CUS02851,W003,0:49:29,Delivered,1162.422141,0:32:20,0:17:10
ORD003893,CUS02965,W008,0:08:47,Delivered,1449.322458,0:51:00,0:46:28
ORD003894,CUS04595,W016,0:22:06,Cancelled,1584.679164,0:42:51,0:04:23
ORD003895,CUS09142,W002,0:46:43,Pending,509.4539317,0:33:20,0:45:33
ORD003896,CUS06645,W045,0:43:49,Delivered,290.6866539,0:34:01,0:10:26
ORD003897,CUS02851,W019,0:43:41,Delivered,1699.074507,0:04:40,0:53:58
ORD003898,CUS00166,W024,0:42:38,Pending,651.5922105,0:19:57,0:51:59
ORD003899,CUS00920,W016,0:10:36,Shipped,279.880692,0:15:32,0:32:37
ORD003900,CUS08306,W040,0:33:55,Shipped,1117.536053,0:50:10,0:10:49
ORD003901,CUS03505,W002,0:13:37,Pending,1097.475552,0:37:23,0:49:39
ORD003902,CUS00992,W032,0:47:09,Shipped,1483.553257,0:07:30,0:44:20
ORD003903,CUS06048,W001,0:59:49,Delivered,645.6075195,0:09:29,0:46:04
ORD003904,CUS03840,W049,0:30:11,Pending,1969.622141,0:39:33,0:13:51
ORD003905,CUS01259,W018,0:23:51,Delivered,608.0875304,0:48:25,0:18:57
ORD003906,CUS07610,W039,0:59:20,Delivered,1466.485729,0:59:18,0:18:23
ORD003907,CUS08707,W032,0:10:21,Pending,1521.316265,0:25:12,0:18:42
ORD003908,CUS04805,W009,0:07:38,Delivered,1505.333205,0:59:44,0:08:23
ORD003909,CUS00068,W003,0:51:15,Delivered,742.2233856,0:51:32,0:43:52
ORD003910,CUS09789,W024,0:41:19,Delivered,1383.8893,0:41:46,0:06:39
ORD003911,CUS05661,W011,0:54:12,Delivered,210.6790525,0:26:07,0:54:56
ORD003912,CUS04479,W028,0:16:06,Processing,1733.1394,0:16:45,0:11:15
ORD003913,CUS08211,W016,0:53:47,Shipped,1720.335185,0:32:21,0:34:42
ORD003914,CUS03522,W029,0:24:57,Shipped,58.92472336,0:55:40,0:51:55
ORD003915,CUS00573,W041,0:21:41,Delivered,1298.532913,0:56:00,0:22:54
ORD003916,CUS07083,W012,0:43:08,Shipped,476.8900703,0:38:15,0:43:55
ORD003917,CUS07833,W046,0:31:10,Cancelled,1602.458149,0:24:16,0:59:55
ORD003918,CUS05396,W004,0:24:51,Shipped,712.0814781,0:36:25,0:33:41
ORD003919,CUS02259,W026,0:58:55,Shipped,971.5576167,0:24:28,0:30:37
ORD003920,CUS06040,W004,0:32:00,Cancelled,1333.744871,0:39:03,0:51:54
ORD003921,CUS00651,W011,0:56:16,Shipped,322.0775607,0:53:15,0:41:32
ORD003922,CUS05742,W002,0:55:24,Shipped,636.1145974,0:54:53,0:45:45
ORD003923,CUS06839,W031,0:34:21,Shipped,1873.483289,0:39:31,0:31:11
ORD003924,CUS02588,W050,0:40:50,Delivered,869.0017532,0:34:24,0:09:04
ORD003925,CUS07877,W003,0:42:23,Delivered,1432.967337,0:35:07,0:56:16
ORD003926,CUS03263,W025,0:25:00,Processing,970.5829077,0:14:03,0:06:16
ORD003927,CUS01339,W034,0:05:16,Shipped,1233.958651,0:04:42,0:28:13
ORD003928,CUS04997,W001,0:58:58,Pending,1659.655298,0:12:03,0:39:38
ORD003929,CUS05781,W005,0:12:45,Processing,647.8331414,0:39:21,0:39:51
ORD003930,CUS02828,W039,0:07:45,Delivered,1013.737143,0:51:58,0:20:16
ORD003931,CUS05233,W031,0:32:33,Delivered,927.7808772,0:30:31,0:21:44
ORD003932,CUS02218,W036,0:17:14,Delivered,1574.277609,0:27:31,0:23:43
ORD003933,CUS03540,W003,0:12:46,Shipped,874.8292687,0:38:11,0:19:43
ORD003934,CUS07846,W038,0:05:24,Cancelled,1767.380821,0:02:16,0:40:16
ORD003935,CUS09230,W012,0:22:40,Delivered,969.1366069,0:29:56,0:07:28
ORD003936,CUS04384,W016,0:08:09,Delivered,670.5506478,0:08:22,0:33:57
ORD003937,CUS02962,W008,0:40:15,Delivered,558.7585041,0:48:43,0:36:33
ORD003938,CUS03227,W011,0:46:29,Shipped,1241.275099,0:58:29,0:12:09
ORD003939,CUS06838,W045,0:13:57,Processing,332.5421919,0:23:45,0:05:49
ORD003940,CUS07032,W014,0:43:20,Processing,236.826605,0:32:14,0:07:52
ORD003941,CUS09291,W027,0:09:49,Delivered,1363.460259,0:06:24,0:11:18
ORD003942,CUS09132,W018,0:07:24,Delivered,1848.030371,0:15:12,0:51:38
ORD003943,CUS03717,W008,0:47:54,Shipped,844.6843253,0:20:43,0:50:05
ORD003944,CUS03415,W033,0:55:04,Pending,478.1724482,0:48:02,0:57:26
ORD003945,CUS01449,W004,0:41:47,Delivered,1068.044895,0:36:00,0:47:09
ORD003946,CUS00571,W049,0:09:46,Delivered,306.6747421,0:20:01,0:38:30
ORD003947,CUS02905,W030,0:20:13,Delivered,1250.629369,0:36:41,0:40:46
ORD003948,CUS02506,W020,0:32:24,Delivered,850.0532742,0:38:00,0:26:59
ORD003949,CUS00918,W030,0:40:46,Shipped,1592.331179,0:30:47,0:34:36
ORD003950,CUS06983,W027,0:42:24,Delivered,238.7602354,0:22:11,0:27:13
ORD003951,CUS07428,W025,0:21:26,Delivered,563.5081482,0:46:36,0:30:34
ORD003952,CUS06337,W006,0:18:52,Pending,1595.717998,0:43:46,0:12:22
ORD003953,CUS01679,W005,0:55:35,Delivered,1744.328763,0:52:07,0:19:54
ORD003954,CUS00616,W014,0:38:53,Shipped,1667.97117,0:45:22,0:26:20
ORD003955,CUS09942,W014,0:51:20,Shipped,560.0607824,0:41:04,0:29:12
ORD003956,CUS07087,W034,0:41:19,Processing,438.4988464,0:41:10,0:11:36
ORD003957,CUS04750,W041,0:25:08,Processing,694.1347447,0:25:02,0:03:02
ORD003958,CUS03506,W025,0:08:59,Delivered,1784.283933,0:30:03,0:26:35
ORD003959,CUS04530,W039,0:34:37,Delivered,1480.163206,0:30:26,0:27:52
ORD003960,CUS01136,W018,0:58:20,Cancelled,931.3329787,0:01:56,0:50:44
ORD003961,CUS08567,W020,0:37:39,Processing,829.5293919,0:28:55,0:35:05
ORD003962,CUS07227,W043,0:33:54,Shipped,1428.537841,0:30:35,0:10:34
ORD003963,CUS05163,W008,0:34:25,Delivered,1599.095255,0:51:38,0:50:51
ORD003964,CUS00207,W026,0:33:12,Processing,873.646535,0:52:43,0:18:56
ORD003965,CUS04876,W021,0:25:32,Processing,1218.471667,0:15:13,0:31:28
ORD003966,CUS01320,W027,0:58:56,Shipped,1359.142385,0:00:09,0:27:38
ORD003967,CUS01142,W032,0:22:01,Shipped,737.2345049,0:24:25,0:09:46
ORD003968,CUS04628,W042,0:29:53,Processing,1789.720594,0:21:44,0:32:21
ORD003969,CUS07390,W050,0:31:01,Shipped,772.0073733,0:00:26,0:48:23
ORD003970,CUS02691,W017,0:25:07,Delivered,408.6533583,0:35:28,0:53:33
ORD003971,CUS07324,W049,0:54:40,Shipped,541.1243978,0:10:38,0:48:55
ORD003972,CUS03256,W001,0:16:27,Delivered,1830.731435,0:50:37,0:48:17
ORD003973,CUS08282,W027,0:35:01,Delivered,1033.491813,0:13:54,0:00:37
ORD003974,CUS05214,W036,0:26:17,Shipped,687.824686,0:18:10,0:04:12
ORD003975,CUS04109,W011,0:12:59,Delivered,322.5738544,0:28:57,0:03:55
ORD003976,CUS03021,W041,0:34:17,Delivered,220.7111753,0:11:13,0:28:00
ORD003977,CUS01858,W041,0:36:03,Shipped,1175.076582,0:07:28,0:32:11
ORD003978,CUS08997,W035,0:45:42,Delivered,1091.06532,0:59:11,0:20:41
ORD003979,CUS09137,W038,0:57:30,Cancelled,1290.436626,0:58:34,0:15:36
ORD003980,CUS02790,W038,0:58:27,Delivered,297.5849135,0:19:16,0:52:09
ORD003981,CUS03876,W042,0:31:38,Processing,1446.126487,0:40:10,0:50:26
ORD003982,CUS07606,W042,0:02:35,Delivered,312.0619014,0:15:40,0:14:48
ORD003983,CUS09803,W049,0:01:13,Processing,757.2625643,0:34:01,0:51:27
ORD003984,CUS08136,W047,0:42:36,Shipped,755.8380287,0:03:49,0:48:50
ORD003985,CUS06056,W036,0:43:33,Delivered,1840.543276,0:25:09,0:37:55
ORD003986,CUS03883,W010,0:56:00,Delivered,690.5912664,0:21:57,0:34:53
ORD003987,CUS07176,W040,0:29:18,Cancelled,794.8955673,0:48:32,0:13:07
ORD003988,CUS07130,W001,0:54:27,Shipped,886.7255342,0:28:30,0:20:34
ORD003989,CUS05022,W022,0:39:47,Shipped,877.7519323,0:47:36,0:08:45
ORD003990,CUS04736,W017,0:27:46,Shipped,1641.696358,0:04:48,0:28:22
ORD003991,CUS02388,W012,0:21:17,Delivered,937.0925803,0:42:43,0:47:55
ORD003992,CUS06583,W044,0:31:24,Shipped,252.6066604,0:41:06,0:41:40
ORD003993,CUS09134,W013,0:27:12,Processing,723.4145802,0:12:15,0:41:18
ORD003994,CUS05867,W025,0:09:05,Delivered,800.1809052,0:32:02,0:04:58
ORD003995,CUS02567,W026,0:24:37,Cancelled,903.1283002,0:35:58,0:02:33
ORD003996,CUS00976,W046,0:42:23,Processing,1680.803846,0:39:08,0:59:41
ORD003997,CUS07213,W040,0:21:22,Delivered,1763.195417,0:25:40,0:46:29
ORD003998,CUS09147,W046,0:35:27,Delivered,1811.524461,0:35:50,0:35:41
ORD003999,CUS01263,W039,0:44:20,Delivered,162.2913309,0:42:43,0:44:56
ORD004000,CUS05048,W049,0:49:31,Shipped,1187.650847,0:15:11,0:14:23
ORD004001,CUS09136,W043,0:07:11,Pending,181.4458199,0:18:22,0:59:59
ORD004002,CUS07383,W033,0:07:15,Pending,1703.980608,0:03:02,0:14:29
ORD004003,CUS06232,W008,0:01:24,Shipped,906.7931964,0:34:14,0:47:59
ORD004004,CUS03328,W013,0:38:12,Delivered,1730.248037,0:08:05,0:38:50
ORD004005,CUS05631,W026,0:17:59,Shipped,764.9598151,0:52:15,0:25:35
ORD004006,CUS02260,W017,0:10:51,Shipped,1552.451246,0:48:25,0:44:25
ORD004007,CUS01258,W024,0:52:07,Processing,104.0830704,0:01:17,0:30:01
ORD004008,CUS00465,W024,0:44:15,Delivered,503.7120821,0:10:05,0:23:39
ORD004009,CUS03295,W012,0:05:15,Delivered,141.7718219,0:16:10,0:47:07
ORD004010,CUS06775,W031,0:24:18,Delivered,1511.047545,0:06:39,0:08:09
ORD004011,CUS07432,W016,0:11:19,Delivered,542.1378059,0:23:07,0:21:32
ORD004012,CUS01231,W042,0:11:19,Processing,621.5886619,0:49:36,0:20:21
ORD004013,CUS09077,W016,0:41:56,Shipped,1636.869283,0:03:50,0:54:35
ORD004014,CUS03806,W030,0:01:16,Delivered,1381.139856,0:07:37,0:50:12
ORD004015,CUS06420,W028,0:57:06,Cancelled,1921.330123,0:01:06,0:02:30
ORD004016,CUS05751,W003,0:28:50,Delivered,1559.621181,0:03:29,0:55:52
ORD004017,CUS03857,W033,0:53:37,Delivered,1308.791695,0:01:56,0:12:33
ORD004018,CUS03136,W024,0:39:43,Pending,170.850956,0:51:57,0:24:03
ORD004019,CUS06954,W030,0:23:40,Delivered,1668.632915,0:01:10,0:47:52
ORD004020,CUS09117,W040,0:40:44,Processing,868.8388049,0:54:20,0:35:12
ORD004021,CUS06035,W048,0:58:51,Delivered,1572.69404,0:04:36,0:01:41
ORD004022,CUS04590,W028,0:18:00,Pending,287.0189496,0:18:48,0:16:38
ORD004023,CUS01547,W047,0:07:25,Processing,956.5753395,0:00:05,0:32:59
ORD004024,CUS06066,W039,0:13:11,Delivered,1706.641724,0:28:37,0:46:47
ORD004025,CUS01095,W002,0:11:56,Processing,675.5794166,0:56:02,0:53:52
ORD004026,CUS02412,W013,0:04:55,Delivered,219.1429421,0:29:47,0:43:58
ORD004027,CUS02618,W037,0:15:00,Pending,1952.697807,0:08:43,0:10:50
ORD004028,CUS08955,W010,0:27:13,Delivered,940.7337011,0:34:53,0:07:54
ORD004029,CUS04146,W040,0:21:41,Shipped,1796.971368,0:17:56,0:12:12
ORD004030,CUS02776,W013,0:14:21,Pending,1118.813742,0:03:47,0:19:15
ORD004031,CUS06629,W019,0:55:55,Processing,430.4922633,0:05:37,0:28:15
ORD004032,CUS03156,W006,0:29:09,Shipped,897.6619087,0:30:19,0:08:40
ORD004033,CUS03971,W018,0:17:26,Delivered,1714.518778,0:55:02,0:11:55
ORD004034,CUS07973,W040,0:54:19,Delivered,747.0637671,0:21:59,0:00:46
ORD004035,CUS08776,W009,0:10:27,Delivered,1334.26725,0:33:24,0:29:39
ORD004036,CUS05416,W017,0:08:09,Shipped,1438.844029,0:20:15,0:51:50
ORD004037,CUS04332,W004,0:22:35,Pending,916.4953207,0:48:57,0:20:45
ORD004038,CUS01943,W050,0:08:37,Processing,1324.318561,0:39:29,0:45:59
ORD004039,CUS06027,W006,0:10:24,Pending,1279.134311,0:32:50,0:19:00
ORD004040,CUS08302,W011,0:10:42,Delivered,1407.431413,0:45:40,0:23:08
ORD004041,CUS00192,W042,0:09:37,Processing,755.8752691,0:30:26,0:20:13
ORD004042,CUS09096,W026,0:54:26,Shipped,1020.133464,0:54:15,0:46:37
ORD004043,CUS00862,W011,0:05:33,Processing,862.9194604,0:30:01,0:41:18
ORD004044,CUS06712,W008,0:42:54,Shipped,82.10880853,0:37:08,0:40:33
ORD004045,CUS09276,W003,0:23:02,Processing,968.8533682,0:52:21,0:30:00
ORD004046,CUS00650,W002,0:34:08,Delivered,370.9141175,0:10:02,0:28:12
ORD004047,CUS04135,W018,0:07:26,Shipped,1938.390867,0:28:12,0:01:50
ORD004048,CUS07588,W002,0:46:47,Shipped,753.300972,0:00:45,0:50:36
ORD004049,CUS08829,W026,0:52:09,Cancelled,849.9119685,0:55:20,0:16:14
ORD004050,CUS01037,W012,0:21:00,Shipped,287.4011741,0:07:07,0:23:11
ORD004051,CUS04132,W037,0:46:26,Shipped,1646.046397,0:35:54,0:12:44
ORD004052,CUS02149,W026,0:53:51,Shipped,1852.177617,0:14:06,0:43:48
ORD004053,CUS05458,W036,0:05:32,Shipped,995.0484351,0:29:37,0:47:29
ORD004054,CUS06080,W016,0:06:56,Delivered,245.2383756,0:37:12,0:56:48
ORD004055,CUS02431,W014,0:07:45,Shipped,123.517975,0:24:21,0:02:00
ORD004056,CUS01880,W002,0:01:05,Pending,451.6744763,0:00:34,0:34:00
ORD004057,CUS07543,W021,0:46:34,Shipped,851.5470538,0:32:56,0:49:53
ORD004058,CUS02012,W007,0:23:32,Shipped,437.1991517,0:29:58,0:13:36
ORD004059,CUS03374,W011,0:51:12,Delivered,232.6562818,0:00:38,0:44:26
ORD004060,CUS07358,W044,0:52:40,Delivered,1424.107658,0:26:09,0:28:27
ORD004061,CUS01290,W029,0:52:42,Delivered,1164.989776,0:20:24,0:31:20
ORD004062,CUS01448,W037,0:03:03,Delivered,65.98596182,0:25:18,0:46:35
ORD004063,CUS03200,W048,0:58:16,Processing,1052.556905,0:34:54,0:31:24
ORD004064,CUS06382,W039,0:05:13,Shipped,1837.036804,0:03:25,0:42:23
ORD004065,CUS07523,W028,0:16:19,Shipped,1688.872521,0:27:50,0:21:52
ORD004066,CUS06060,W040,0:10:57,Cancelled,369.7609152,0:40:52,0:28:32
ORD004067,CUS03184,W004,0:03:08,Cancelled,370.9570075,0:29:10,0:40:24
ORD004068,CUS05463,W004,0:07:03,Shipped,1405.046305,0:44:01,0:20:00
ORD004069,CUS03217,W027,0:16:49,Processing,1119.010317,0:49:10,0:14:56
ORD004070,CUS03137,W006,0:06:17,Delivered,207.7140354,0:42:41,0:45:20
ORD004071,CUS03319,W034,0:33:14,Pending,849.8022159,0:02:04,0:21:20
ORD004072,CUS02783,W041,0:56:19,Shipped,1736.387788,0:18:19,0:46:24
ORD004073,CUS09183,W040,0:32:02,Shipped,1541.60605,0:49:11,0:02:37
ORD004074,CUS07658,W018,0:04:49,Processing,1437.734196,0:10:44,0:22:20
ORD004075,CUS04921,W044,0:24:41,Shipped,636.716342,0:21:21,0:52:57
ORD004076,CUS06325,W048,0:10:12,Delivered,1380.892665,0:02:20,0:42:52
ORD004077,CUS06328,W030,0:04:33,Delivered,1401.018258,0:32:37,0:26:39
ORD004078,CUS08418,W033,0:32:15,Delivered,1431.957276,0:55:54,0:27:55
ORD004079,CUS00777,W020,0:44:58,Shipped,145.3756547,0:59:44,0:38:44
ORD004080,CUS05209,W036,0:32:54,Processing,1503.049425,0:31:16,0:48:23
ORD004081,CUS00688,W046,0:43:55,Pending,613.221647,0:57:54,0:39:49
ORD004082,CUS00530,W050,0:57:47,Delivered,1831.723995,0:41:39,0:56:17
ORD004083,CUS05068,W005,0:52:56,Shipped,1883.883046,0:44:31,0:14:24
ORD004084,CUS08081,W035,0:31:50,Delivered,586.9610397,0:26:08,0:54:34
ORD004085,CUS05519,W019,0:16:34,Delivered,353.7022403,0:56:31,0:25:42
ORD004086,CUS02154,W012,0:42:30,Processing,1400.610887,0:05:09,0:53:59
ORD004087,CUS09487,W026,0:06:48,Delivered,101.3043424,0:06:33,0:03:27
ORD004088,CUS06095,W019,0:44:16,Processing,1662.186234,0:48:30,0:52:19
ORD004089,CUS06975,W011,0:22:36,Delivered,1464.311196,0:57:53,0:28:31
ORD004090,CUS09719,W020,0:41:31,Pending,685.6671914,0:54:00,0:32:16
ORD004091,CUS04775,W009,0:09:33,Processing,944.5336492,0:42:47,0:07:08
ORD004092,CUS07693,W020,0:55:57,Processing,1941.05218,0:35:55,0:33:17
ORD004093,CUS03104,W027,0:46:27,Delivered,1876.512018,0:36:25,0:11:03
ORD004094,CUS02441,W005,0:00:51,Shipped,1032.84368,0:39:42,0:05:23
ORD004095,CUS04136,W010,0:50:28,Shipped,1680.695448,0:34:08,0:59:21
ORD004096,CUS07125,W009,0:28:50,Processing,234.7541326,0:44:32,0:22:41
ORD004097,CUS05202,W025,0:19:14,Shipped,393.8621597,0:54:05,0:55:49
ORD004098,CUS00845,W013,0:56:53,Delivered,1041.836243,0:51:15,0:19:39
ORD004099,CUS00447,W032,0:38:02,Delivered,1315.269726,0:43:41,0:50:14
ORD004100,CUS03916,W008,0:22:59,Pending,1167.372794,0:37:47,0:05:38
ORD004101,CUS03110,W045,0:18:07,Pending,363.5856081,0:04:24,0:31:53
ORD004102,CUS01235,W027,0:05:13,Shipped,1932.185654,0:44:02,0:39:57
ORD004103,CUS06588,W022,0:09:32,Delivered,1678.556213,0:54:48,0:51:50
ORD004104,CUS00227,W028,0:25:48,Pending,1164.33683,0:26:22,0:50:32
ORD004105,CUS04144,W018,0:38:19,Shipped,327.9118728,0:58:34,0:06:14
ORD004106,CUS07186,W023,0:14:59,Delivered,1873.629368,0:00:42,0:33:33
ORD004107,CUS05559,W041,0:55:00,Processing,1161.14432,0:10:46,0:50:54
ORD004108,CUS00187,W031,0:29:39,Shipped,586.0035872,0:42:00,0:24:18
ORD004109,CUS02536,W041,0:37:31,Processing,946.7394985,0:55:48,0:56:33
ORD004110,CUS01933,W034,0:00:41,Pending,537.7292459,0:22:46,0:57:40
ORD004111,CUS09041,W007,0:19:13,Shipped,378.0597503,0:39:43,0:21:37
ORD004112,CUS02033,W005,0:10:35,Delivered,1288.972447,0:01:53,0:16:18
ORD004113,CUS01253,W021,0:10:34,Delivered,385.4995867,0:24:33,0:16:04
ORD004114,CUS05510,W006,0:11:42,Shipped,528.2647223,0:48:23,0:27:28
ORD004115,CUS05075,W045,0:15:44,Processing,722.4592601,0:17:27,0:29:20
ORD004116,CUS01882,W050,0:21:34,Delivered,1783.43938,0:32:55,0:31:54
ORD004117,CUS00270,W035,0:28:09,Delivered,1794.439449,0:26:29,0:40:13
ORD004118,CUS01631,W042,0:42:22,Processing,600.4447099,0:49:10,0:56:55
ORD004119,CUS04406,W023,0:00:51,Processing,514.4445803,0:56:39,0:14:25
ORD004120,CUS06140,W003,0:14:06,Delivered,1427.439468,0:54:21,0:46:45
ORD004121,CUS01575,W033,0:59:58,Processing,1151.263723,0:31:33,0:40:21
ORD004122,CUS01696,W038,0:51:39,Shipped,1223.819898,0:43:15,0:07:08
ORD004123,CUS03259,W023,0:56:14,Delivered,1935.410556,0:49:44,0:21:16
ORD004124,CUS03263,W016,0:37:59,Shipped,1752.0149,0:52:28,0:59:45
ORD004125,CUS01446,W025,0:49:15,Delivered,958.151284,0:09:31,0:18:14
ORD004126,CUS06264,W049,0:50:57,Delivered,1485.050752,0:56:40,0:51:40
ORD004127,CUS08412,W016,0:13:50,Shipped,1206.610277,0:44:10,0:11:34
ORD004128,CUS00053,W025,0:16:39,Processing,1874.766229,0:17:37,0:32:55
ORD004129,CUS09950,W042,0:03:16,Processing,783.3645315,0:09:09,0:55:54
ORD004130,CUS05571,W007,0:03:01,Cancelled,1327.539135,0:05:09,0:11:53
ORD004131,CUS07580,W008,0:36:21,Delivered,1116.589166,0:35:20,0:59:30
ORD004132,CUS01667,W003,0:13:09,Shipped,1378.924061,0:06:44,0:32:03
ORD004133,CUS06902,W005,0:01:08,Processing,143.7803336,0:49:10,0:44:50
ORD004134,CUS02786,W019,0:42:53,Processing,1119.708964,0:01:57,0:11:55
ORD004135,CUS00720,W007,0:46:48,Delivered,1299.939581,0:16:58,0:09:41
ORD004136,CUS08598,W050,0:01:47,Shipped,1782.188937,0:53:50,0:23:26
ORD004137,CUS06856,W022,0:10:45,Delivered,1629.501299,0:51:10,0:03:07
ORD004138,CUS02295,W026,0:44:20,Delivered,1311.938015,0:09:34,0:05:29
ORD004139,CUS08264,W050,0:40:55,Delivered,1613.039897,0:32:17,0:36:38
ORD004140,CUS09422,W025,0:56:39,Cancelled,1195.152231,0:57:29,0:55:47
ORD004141,CUS09760,W006,0:16:39,Delivered,1232.099002,0:36:39,0:49:53
ORD004142,CUS04483,W005,0:59:37,Delivered,714.8584399,0:01:23,0:17:34
ORD004143,CUS00699,W038,0:51:22,Processing,1042.013899,0:35:36,0:41:58
ORD004144,CUS07244,W038,0:27:22,Delivered,309.2354466,0:30:53,0:49:55
ORD004145,CUS09019,W022,0:43:05,Pending,1024.363862,0:41:34,0:30:12
ORD004146,CUS05919,W031,0:05:05,Delivered,751.0966478,0:06:35,0:43:47
ORD004147,CUS00349,W022,0:05:30,Delivered,553.484782,0:19:52,0:04:02
ORD004148,CUS05375,W011,0:39:33,Shipped,1539.482494,0:55:34,0:52:46
ORD004149,CUS07870,W032,0:35:51,Processing,821.8879753,0:28:15,0:52:08
ORD004150,CUS00308,W017,0:02:30,Shipped,1214.985092,0:15:36,0:51:37
ORD004151,CUS03417,W041,0:50:45,Processing,659.2525773,0:40:32,0:26:06
ORD004152,CUS04821,W022,0:19:45,Shipped,882.2032455,0:52:15,0:38:25
ORD004153,CUS03559,W016,0:01:27,Pending,480.9258734,0:09:13,0:37:27
ORD004154,CUS04479,W042,0:35:40,Pending,952.7937605,0:27:15,0:26:47
ORD004155,CUS06532,W015,0:31:20,Shipped,1335.925053,0:28:46,0:28:09
ORD004156,CUS04621,W008,0:23:52,Processing,847.0667112,0:21:55,0:00:01
ORD004157,CUS02986,W046,0:19:52,Shipped,940.2875363,0:40:00,0:44:44
ORD004158,CUS08113,W048,0:52:06,Delivered,860.6592807,0:52:24,0:16:37
ORD004159,CUS08468,W003,0:05:11,Pending,1142.502403,0:04:00,0:41:40
ORD004160,CUS02548,W013,0:38:34,Processing,744.5697794,0:24:18,0:08:49
ORD004161,CUS00337,W030,0:31:05,Delivered,151.3336641,0:19:33,0:28:23
ORD004162,CUS02980,W028,0:14:16,Shipped,1539.373833,0:25:17,0:08:43
ORD004163,CUS03969,W009,0:49:09,Shipped,565.7473626,0:27:45,0:23:43
ORD004164,CUS00911,W012,0:36:16,Shipped,1241.414744,0:22:52,0:49:16
ORD004165,CUS01997,W025,0:31:19,Shipped,1703.087747,0:38:39,0:56:18
ORD004166,CUS03130,W037,0:58:56,Delivered,1437.983239,0:12:46,0:48:33
ORD004167,CUS05448,W021,0:37:27,Processing,673.0163028,0:06:27,0:06:43
ORD004168,CUS06130,W039,0:23:59,Processing,1072.454137,0:32:38,0:39:57
ORD004169,CUS05851,W039,0:41:36,Shipped,940.7206934,0:48:37,0:05:51
ORD004170,CUS04205,W019,0:49:51,Shipped,325.1012365,0:25:12,0:28:51
ORD004171,CUS07447,W008,0:11:10,Shipped,686.1450873,0:56:17,0:17:28
ORD004172,CUS08520,W038,0:40:57,Shipped,826.6745654,0:38:01,0:51:27
ORD004173,CUS09992,W003,0:38:13,Delivered,271.529728,0:39:23,0:16:20
ORD004174,CUS00315,W022,0:17:29,Delivered,364.8706916,0:59:37,0:55:46
ORD004175,CUS01135,W001,0:09:48,Processing,1057.365436,0:37:08,0:12:52
ORD004176,CUS04877,W038,0:00:10,Shipped,1805.78406,0:34:43,0:39:07
ORD004177,CUS08103,W019,0:49:12,Delivered,1353.819213,0:33:47,0:20:37
ORD004178,CUS09713,W021,0:33:46,Shipped,1265.873622,0:15:15,0:50:45
ORD004179,CUS08348,W013,0:43:53,Delivered,800.7786783,0:54:47,0:54:00
ORD004180,CUS05593,W027,0:41:00,Delivered,947.478555,0:35:16,0:03:05
ORD004181,CUS01725,W017,0:15:10,Processing,413.5323555,0:16:48,0:39:04
ORD004182,CUS03344,W050,0:34:04,Shipped,1948.317336,0:22:47,0:54:23
ORD004183,CUS00887,W020,0:49:15,Delivered,1530.870004,0:55:01,0:41:59
ORD004184,CUS00722,W030,0:33:54,Shipped,163.9404001,0:41:54,0:40:27
ORD004185,CUS07679,W038,0:39:44,Shipped,424.6901705,0:36:50,0:07:16
ORD004186,CUS09105,W011,0:53:35,Delivered,1211.570462,0:11:13,0:02:17
ORD004187,CUS03358,W027,0:59:04,Pending,1941.631585,0:25:15,0:29:11
ORD004188,CUS00871,W038,0:59:43,Pending,1081.626127,0:50:37,0:28:07
ORD004189,CUS06752,W028,0:31:23,Processing,1806.582621,0:08:42,0:52:55
ORD004190,CUS00498,W026,0:07:21,Delivered,787.7997321,0:12:50,0:27:15
ORD004191,CUS01757,W039,0:59:31,Processing,594.0734865,0:56:18,0:21:11
ORD004192,CUS01118,W033,0:54:35,Shipped,1907.447004,0:57:24,0:11:33
ORD004193,CUS02829,W032,0:49:23,Shipped,385.1329693,0:17:47,0:58:26
ORD004194,CUS01648,W025,0:10:09,Delivered,1485.98205,0:53:11,0:34:53
ORD004195,CUS06993,W024,0:27:48,Delivered,878.261061,0:35:24,0:28:39
ORD004196,CUS06772,W040,0:51:23,Processing,387.8455043,0:13:36,0:59:55
ORD004197,CUS00143,W027,0:00:11,Delivered,816.5301545,0:55:18,0:19:08
ORD004198,CUS02762,W046,0:13:07,Pending,1952.183554,0:12:35,0:38:30
