vehicle_id,vehicle_type,driver_id,fuel_efficiency,maintenance_cost
V1043,Van,D01043,5.041271547,125.140047
V1044,Van,D01044,5.210248072,170.3019031
V1045,Van,D01045,9.658713087,78.45095266
V1046,Van,D01046,7.387146839,407.9529312
V1047,Van,D01047,11.89841283,329.7917237
V1048,Truck,D01048,10.65564326,191.7231376
V1049,Van,D01049,5.774857975,123.7161486
V1050,Truck,D01050,6.626282963,68.06649651
V1051,Motorbike,D01051,8.880492701,125.0355059
V1052,Van,D01052,6.85604064,253.9780909
V1053,Van,D01053,12.92222347,161.2296361
V1054,Motorbike,D01054,9.160702356,166.5419798
V1055,Van,D01055,5.934318668,444.009365
V1056,Van,D01056,9.843429023,281.8119531
V1057,Motorbike,D01057,5.908381811,378.1633879
V1058,Motorbike,D01058,6.289373054,66.06992706
V1059,Van,D01059,7.39609832,214.3235101
V1060,Truck,D01060,13.59527705,265.6262063
V1061,Van,D01061,14.24612532,133.8875848
V1062,Motorbike,D01062,13.26257729,104.0861937
V1063,Truck,D01063,8.340772174,441.6367003
V1064,Truck,D01064,7.724464411,472.7442322
V1065,Motorbike,D01065,10.49155691,85.46301412
V1066,Truck,D01066,12.21853161,207.0584206
V1067,Motorbike,D01067,14.93372788,481.2285327
V1068,Van,D01068,6.315707119,87.42277991
V1069,Van,D01069,5.49291999,339.6386178
V1070,Truck,D01070,11.94355889,487.4996169
V1071,Motorbike,D01071,13.32225784,490.2006509
V1072,Van,D01072,13.4634878,262.0504989
V1073,Van,D01073,11.78463549,123.2370985
V1074,Van,D01074,14.54015804,140.9379417
V1075,Motorbike,D01075,10.11004764,450.3206278
V1076,Motorbike,D01076,14.13814798,460.2573519
V1077,Van,D01077,14.67812137,323.5458397
V1078,Van,D01078,13.47157457,394.7793798
V1079,Motorbike,D01079,8.097585633,382.9690632
V1080,Van,D01080,6.962156512,347.8197191
V1081,Truck,D01081,10.48120065,422.2746297
V1082,Truck,D01082,9.530147504,358.4329804
V1083,Motorbike,D01083,13.77758342,290.3010376
V1084,Van,D01084,6.000316711,156.6303632
V1085,Van,D01085,7.577400613,384.7496649
V1086,Van,D01086,12.51798945,263.0470405
V1087,Truck,D01087,5.94986645,182.6562578
V1088,Van,D01088,8.20764414,410.8758241
V1089,Truck,D01089,8.871553941,363.5211202
V1090,Van,D01090,11.22593797,471.8028034
V1091,Van,D01091,6.581326457,124.448738
V1092,Van,D01092,13.6060449,342.1351781
V1093,Motorbike,D01093,9.475422355,159.9077606
V1094,Motorbike,D01094,14.17021712,456.6123434
V1095,Motorbike,D01095,9.678699136,94.77473642
V1096,Truck,D01096,7.750402589,345.2728129
V1097,Truck,D01097,6.418288287,405.9885747
V1098,Van,D01098,5.037450947,209.7130282
V1099,Motorbike,D01099,10.32157485,479.3621357
V1100,Motorbike,D01100,6.071566969,432.8288081
V1101,Motorbike,D01101,8.917277636,182.5782349
V1102,Van,D01102,10.89271761,53.39349172
V1103,Van,D01103,7.756858969,183.4957293
V1104,Van,D01104,6.752242924,176.5897117
V1105,Truck,D01105,12.74721623,450.4840734
V1106,Truck,D01106,14.46791172,485.2045302
V1107,Motorbike,D01107,6.004404179,81.69799369
V1108,Truck,D01108,6.555903244,262.0826728
V1109,Truck,D01109,14.60012657,296.7493993
V1110,Truck,D01110,5.377842218,91.8102476
V1111,Motorbike,D01111,14.77632337,219.8739691
V1112,Van,D01112,5.046444831,192.6870878
V1113,Van,D01113,13.73668656,291.2253594
V1114,Motorbike,D01114,8.07325181,347.5359049
V1115,Van,D01115,14.38588858,366.5682997
V1116,Van,D01116,8.169452886,111.5397606
V1117,Truck,D01117,11.54306322,415.8264659
V1118,Truck,D01118,5.800325698,355.3439134
V1119,Motorbike,D01119,7.423298115,450.0837125
V1120,Motorbike,D01120,12.73679346,252.2012267
V1121,Van,D01121,10.28685854,452.2503932
V1122,Van,D01122,14.27969062,439.5983551
V1123,Van,D01123,9.287514083,247.2841996
V1124,Truck,D01124,13.69812366,221.5144919
V1125,Truck,D01125,9.489554375,469.7654067
V1126,Truck,D01126,14.79248279,371.8241305
V1127,Truck,D01127,14.59834381,467.7104059
V1128,Motorbike,D01128,8.291367056,408.6386505
V1129,Truck,D01129,13.8592367,324.1838477
V1130,Truck,D01130,13.47611374,102.1337497
V1131,Van,D01131,7.106803973,181.1663027
V1132,Motorbike,D01132,11.24290401,485.9790832
V1133,Truck,D01133,5.726823156,193.7399444
V1134,Truck,D01134,13.36710721,91.9646914
V1135,Van,D01135,6.745458835,368.3990102
V1136,Motorbike,D01136,5.708147014,380.3019145
V1137,Van,D01137,9.002190955,178.4559741
V1138,Motorbike,D01138,10.76922139,183.9523907
V1139,Motorbike,D01139,13.54916959,261.0018435
V1140,Motorbike,D01140,14.74242526,59.80502739
V1141,Van,D01141,9.394925126,405.1953547
V1142,Van,D01142,5.60446923,192.6899543
V1143,Truck,D01143,12.49115579,434.1933959
V1144,Motorbike,D01144,10.65173256,411.1836897
V1145,Van,D01145,9.478913448,347.6309149
V1146,Truck,D01146,8.092688788,196.1936902
V1147,Van,D01147,10.02398528,282.3424527
V1148,Truck,D01148,8.386796045,250.1731659
V1149,Van,D01149,12.57011868,202.4968488
V1150,Van,D01150,10.43893696,431.6613302
V1151,Van,D01151,13.76847774,267.5781836
V1152,Motorbike,D01152,10.43543915,424.725394
V1153,Truck,D01153,7.382624133,97.34831336
V1154,Van,D01154,13.51091882,113.4611549
V1155,Van,D01155,10.57219045,489.7941373
V1156,Van,D01156,7.068410381,314.4958082
V1157,Motorbike,D01157,11.2350781,279.3963531
V1158,Van,D01158,8.577167649,285.4202284
V1159,Van,D01159,13.44405612,146.8709483
V1160,Truck,D01160,9.532997386,373.4167773
V1161,Motorbike,D01161,12.26441358,88.15128068
V1162,Van,D01162,5.955362076,307.9956709
V1163,Motorbike,D01163,8.960243463,306.8459585
V1164,Truck,D01164,14.83241436,461.3847909
V1165,Truck,D01165,13.08460289,286.7822645
V1166,Van,D01166,6.599408024,111.6782132
V1167,Motorbike,D01167,7.777640495,307.7389667
V1168,Van,D01168,8.298158089,91.09743996
V1169,Motorbike,D01169,11.5036556,141.7072259
V1170,Van,D01170,12.56994759,63.99886288
V1171,Van,D01171,12.49526609,280.9821121
V1172,Truck,D01172,10.09874056,88.03967688
V1173,Motorbike,D01173,13.10820538,261.2274703
V1174,Truck,D01174,9.370780828,469.8252659
V1175,Motorbike,D01175,6.238805653,373.8926359
V1176,Motorbike,D01176,10.64441842,84.8352534
V1177,Motorbike,D01177,14.52301385,150.8944155
V1178,Van,D01178,12.92993651,353.148089
V1179,Van,D01179,10.78700648,452.6158375
V1180,Motorbike,D01180,11.4680566,64.81336404
V1181,Truck,D01181,14.30562027,415.6030093
V1182,Van,D01182,9.283427944,302.8162462
V1183,Truck,D01183,8.313941389,295.7410964
V1184,Van,D01184,14.77241565,481.0159322
V1185,Truck,D01185,13.63443134,386.4400757
V1186,Truck,D01186,8.230435846,432.5534906
V1187,Van,D01187,9.637805974,209.2980063
V1188,Van,D01188,9.15078129,299.4638184
V1189,Van,D01189,6.490956787,326.9325548
V1190,Truck,D01190,14.57819324,194.7127732
V1191,Van,D01191,9.043124312,306.6116562
V1192,Truck,D01192,13.75329083,156.4949208
V1193,Van,D01193,6.893562277,114.519052
V1194,Van,D01194,10.47870811,218.2866167
V1195,Van,D01195,5.239613851,382.6803329
V1196,Motorbike,D01196,12.64220484,462.2842166
V1197,Van,D01197,10.80913898,255.9713232
V1198,Motorbike,D01198,11.25589583,339.2706597
V1199,Van,D01199,5.517208826,96.36670894
V1200,Van,D01200,7.110383302,457.0086913
V1201,Van,D01201,5.743308724,305.8718961
V1202,Truck,D01202,7.889143158,401.1522114
V1203,Van,D01203,11.27439008,407.4985404
V1204,Van,D01204,10.66185984,165.4162369
V1205,Van,D01205,11.12149822,288.1285039
V1206,Truck,D01206,10.49251271,482.2158882
V1207,Truck,D01207,7.730287957,90.33554517
V1208,Motorbike,D01208,7.445074973,357.3724541
V1209,Van,D01209,6.370596835,483.0188351
V1210,Truck,D01210,13.49070875,185.2596986
V1211,Van,D01211,11.16479359,437.6515646
V1212,Van,D01212,6.865110125,470.1458954
V1213,Motorbike,D01213,6.772093798,386.1887942
V1214,Truck,D01214,13.73035602,154.0977405
V1215,Truck,D01215,12.42730864,200.3003235
V1216,Motorbike,D01216,11.5939908,66.11418249
V1217,Truck,D01217,9.068641075,424.1539554
V1218,Truck,D01218,7.619755643,432.3250339
V1219,Motorbike,D01219,14.79450763,334.7196395
V1220,Van,D01220,12.97239575,208.6375331
V1221,Truck,D01221,8.017792231,84.56496244
V1222,Truck,D01222,13.47564796,388.8759245
V1223,Truck,D01223,12.58931949,376.9367871
V1224,Truck,D01224,7.970805499,460.6711348
V1225,Motorbike,D01225,9.265528542,378.7394095
V1226,Van,D01226,6.859534454,422.912724
V1227,Motorbike,D01227,6.110524444,385.6795781
V1228,Motorbike,D01228,12.22762033,333.8092347
V1229,Van,D01229,7.675118574,242.1348774
V1230,Truck,D01230,13.20059366,455.9527889
V1231,Van,D01231,14.95608712,342.9358574
V1232,Motorbike,D01232,5.766198139,229.2598949
V1233,Motorbike,D01233,9.730351251,87.56118283
V1234,Truck,D01234,13.02062559,180.8171852
V1235,Van,D01235,12.88950897,294.6770307
V1236,Van,D01236,12.59997158,174.0359165
V1237,Motorbike,D01237,8.489949353,149.5559066
V1238,Truck,D01238,9.538532557,287.3270813
V1239,Van,D01239,10.94968357,126.4191557
V1240,Motorbike,D01240,14.73940584,410.1845285
V1241,Van,D01241,8.275472709,267.9656681
V1242,Van,D01242,14.23143888,308.2382483
V1243,Truck,D01243,7.693569182,116.3224704
V1244,Truck,D01244,14.89074465,196.059351
V1245,Van,D01245,11.70263687,234.5403575
V1246,Motorbike,D01246,9.635114804,413.6957737
V1247,Truck,D01247,11.13390428,396.5717854
V1248,Van,D01248,7.72531169,150.3398637
V1249,Van,D01249,7.741738575,327.2805867
V1250,Truck,D01250,6.135545438,159.555361
V1251,Van,D01251,6.140502977,494.7112201
V1252,Motorbike,D01252,8.476717415,478.4557452
V1253,Motorbike,D01253,12.62855478,303.4691242
V1254,Van,D01254,11.07971168,364.5061574
V1255,Van,D01255,6.025845603,410.643672
V1256,Truck,D01256,13.52236525,374.449289
V1257,Motorbike,D01257,11.01367627,364.922911
V1258,Truck,D01258,14.60855577,481.3493036
V1259,Motorbike,D01259,11.70185467,318.4052478
V1260,Truck,D01260,6.751748637,336.3362023
V1261,Motorbike,D01261,9.737833623,432.1709377
V1262,Motorbike,D01262,11.48497598,351.4508905
V1263,Motorbike,D01263,5.28264701,379.8196799
V1264,Truck,D01264,5.149102642,155.3759088
V1265,Van,D01265,6.294030006,217.0701159
V1266,Van,D01266,7.51664435,116.2856056
V1267,Motorbike,D01267,9.295491235,277.5944491
V1268,Truck,D01268,9.874404738,255.0773303
V1269,Motorbike,D01269,6.380276089,498.7232664
V1270,Motorbike,D01270,11.73391579,325.0438938
V1271,Truck,D01271,10.96138062,403.9001704
V1272,Motorbike,D01272,7.944640988,200.3066018
V1273,Van,D01273,5.136598834,424.1953991
V1274,Van,D01274,5.776479154,326.7882349
V1275,Van,D01275,8.916947755,363.6465492
V1276,Van,D01276,6.539743512,182.4938501
V1277,Motorbike,D01277,8.768196061,296.8872763
V1278,Van,D01278,11.28182605,335.316638
V1279,Van,D01279,10.47237428,315.0926041
V1280,Van,D01280,7.311758831,461.8371701
V1281,Motorbike,D01281,8.438224913,454.222699
V1282,Truck,D01282,11.14031198,486.942826
V1283,Motorbike,D01283,13.60855028,350.3426027
V1284,Van,D01284,12.53213439,487.3613586
V1285,Truck,D01285,10.53400027,424.6151
V1286,Truck,D01286,8.622929983,171.8744632
V1287,Van,D01287,8.650512775,242.3460513
V1288,Motorbike,D01288,13.7941731,157.276599
V1289,Van,D01289,5.39243576,51.88872237
V1290,Motorbike,D01290,14.87982644,134.6219389
V1291,Truck,D01291,11.64375411,51.82726383
V1292,Van,D01292,11.81137699,373.9273076
V1293,Motorbike,D01293,5.379978373,241.490434
V1294,Motorbike,D01294,11.05529275,190.6586272
V1295,Truck,D01295,9.847780601,392.774401
V1296,Van,D01296,6.057789069,424.6190486
V1297,Truck,D01297,7.779220108,488.8847924
V1298,Van,D01298,13.90314456,338.9061131
V1299,Motorbike,D01299,10.49988416,257.6880313
V1300,Motorbike,D01300,9.134165752,187.3689357
V1301,Truck,D01301,5.726821558,150.0431941
V1302,Motorbike,D01302,12.14121527,145.8166777
V1303,Van,D01303,12.02850823,234.1352186
V1304,Van,D01304,11.14043607,496.3038599
V1305,Van,D01305,10.10262646,50.38416385
V1306,Van,D01306,9.337844022,138.7426538
V1307,Van,D01307,10.93271093,134.7768421
V1308,Van,D01308,7.333954517,372.7037685
V1309,Van,D01309,14.41259064,208.6181274
V1310,Truck,D01310,10.88794529,255.7673621
V1311,Motorbike,D01311,8.111924444,116.8808587
V1312,Van,D01312,9.496798509,232.2486675
V1313,Truck,D01313,13.05684789,96.43991536
V1314,Motorbike,D01314,6.616160607,289.8694795
V1315,Motorbike,D01315,7.928356225,94.07226442
V1316,Motorbike,D01316,11.79508023,405.7287715
V1317,Van,D01317,8.154892065,304.9707729
V1318,Truck,D01318,12.92501682,375.7855432
V1319,Van,D01319,6.304534872,238.332374
V1320,Truck,D01320,12.6268617,221.671082
V1321,Motorbike,D01321,5.683517149,94.19400007
V1322,Truck,D01322,5.125926127,285.7350232
V1323,Truck,D01323,13.98223519,281.5259742
V1324,Van,D01324,10.81339217,260.64592
V1325,Van,D01325,8.518268971,383.2332641
V1326,Motorbike,D01326,7.32594637,424.62698
V1327,Van,D01327,11.16885783,387.8553537
V1328,Truck,D01328,10.09002184,114.7395843
V1329,Truck,D01329,14.91597776,329.9267792
V1330,Van,D01330,14.83215987,86.14539756
V1331,Truck,D01331,11.35024566,362.5800293
V1332,Van,D01332,9.428705061,221.8275935
V1333,Van,D01333,9.911409691,109.6245303
V1334,Motorbike,D01334,11.82479066,437.9228856
V1335,Motorbike,D01335,6.015745442,326.3037526
V1336,Motorbike,D01336,8.283520738,209.6262356
V1337,Motorbike,D01337,5.75272241,63.82723084
V1338,Truck,D01338,5.733607595,291.7896166
V1339,Truck,D01339,6.958392419,465.4516453
V1340,Van,D01340,9.852532546,318.3709247
V1341,Motorbike,D01341,12.84774321,487.2427721
V1342,Motorbike,D01342,9.854958912,111.4030032
V1343,Motorbike,D01343,8.354766106,305.7372971
V1344,Truck,D01344,5.823529903,409.1562716
V1345,Motorbike,D01345,10.50295523,286.493329
V1346,Van,D01346,7.712685865,90.97986019
V1347,Truck,D01347,11.14934178,312.2987007
V1348,Van,D01348,14.77187739,325.2820576
V1349,Truck,D01349,6.113143215,377.9191618
V1350,Van,D01350,7.121253987,392.5451818
V1351,Van,D01351,9.730945381,396.8477097
V1352,Van,D01352,14.68613815,348.5499771
V1353,Van,D01353,12.71809776,147.1150339
V1354,Motorbike,D01354,13.98229193,231.9060901
V1355,Van,D01355,8.337148485,399.2584877
V1356,Van,D01356,14.92038474,479.0421425
V1357,Motorbike,D01357,6.028328161,85.52613418
V1358,Motorbike,D01358,5.52972906,290.991505
V1359,Truck,D01359,13.55602627,190.6350221
V1360,Van,D01360,14.2726487,151.4272524
V1361,Truck,D01361,5.905853575,277.6148076
V1362,Truck,D01362,6.134274267,322.7402033
V1363,Van,D01363,5.331741578,54.39750414
V1364,Motorbike,D01364,6.045075626,401.0929575
V1365,Truck,D01365,7.094198168,418.9469591
V1366,Motorbike,D01366,14.70076619,484.4798711
V1367,Motorbike,D01367,11.67860222,131.28968
V1368,Motorbike,D01368,12.78553026,317.5486531
V1369,Truck,D01369,12.76139404,241.9814181
V1370,Motorbike,D01370,10.3507375,200.6725332
V1371,Van,D01371,12.97488978,304.5350531
V1372,Van,D01372,10.95807532,402.072392
V1373,Truck,D01373,8.145460976,60.37375255
V1374,Truck,D01374,10.61110109,486.2300507
V1375,Motorbike,D01375,10.33508586,414.4467136
V1376,Van,D01376,13.23453054,388.0191666
V1377,Truck,D01377,14.81727217,392.174322
V1378,Truck,D01378,9.110425654,225.0773193
V1379,Van,D01379,12.63390678,388.2292479
V1380,Truck,D01380,5.99763004,224.0465939
V1381,Motorbike,D01381,12.76831369,454.4180733
V1382,Truck,D01382,8.71416912,129.7500725
V1383,Truck,D01383,5.393901629,181.5563409
V1384,Van,D01384,8.632461786,298.1018942
V1385,Van,D01385,11.10642751,193.6449661
V1386,Van,D01386,6.192501677,240.9067604
V1387,Van,D01387,14.24034492,271.5902102
V1388,Motorbike,D01388,5.776724133,435.359007
V1389,Van,D01389,14.3000672,285.4365141
V1390,Truck,D01390,12.07137518,213.1069319
V1391,Van,D01391,8.297121754,161.4812738
V1392,Motorbike,D01392,8.907503477,233.9041905
V1393,Van,D01393,12.40809365,282.081247
V1394,Truck,D01394,11.01471101,385.7516857
V1395,Motorbike,D01395,11.71642921,104.4719493
V1396,Van,D01396,8.891646165,149.7241347
V1397,Van,D01397,9.878134818,220.8443071
V1398,Truck,D01398,14.89867484,212.1792823
V1399,Truck,D01399,7.139228705,226.2866394
V1400,Van,D01400,9.178561865,407.0845691
V1401,Truck,D01401,7.918231876,195.8694813
V1402,Van,D01402,12.6511151,275.8541812
V1403,Van,D01403,12.64012626,330.7581648
V1404,Truck,D01404,7.92445461,154.4803476
V1405,Motorbike,D01405,5.813903166,373.4129242
V1406,Motorbike,D01406,5.114326767,296.2000939
V1407,Motorbike,D01407,9.274505332,251.0515234
V1408,Truck,D01408,9.103375943,414.402812
V1409,Truck,D01409,14.88389879,159.5728666
V1410,Van,D01410,9.698020757,447.4291868
V1411,Truck,D01411,7.564183696,302.4719309
V1412,Motorbike,D01412,13.91229441,324.1286957
V1413,Truck,D01413,9.910679497,443.7765339
V1414,Van,D01414,10.99175635,417.9122095
V1415,Van,D01415,5.956687104,320.702931
V1416,Van,D01416,8.829164073,388.9344667
V1417,Truck,D01417,14.44223674,244.9937706
V1418,Van,D01418,10.89505384,296.3199891
V1419,Truck,D01419,8.445018551,77.93156152
V1420,Motorbike,D01420,11.25667181,90.4360631
V1421,Truck,D01421,14.1041109,423.2414319
V1422,Motorbike,D01422,7.739906005,76.85224506
V1423,Motorbike,D01423,10.05116718,126.2296065
V1424,Truck,D01424,14.58690654,408.1246965
V1425,Motorbike,D01425,6.723961433,50.51567778
V1426,Truck,D01426,12.19663926,177.081948
V1427,Motorbike,D01427,11.14481008,312.817396
V1428,Van,D01428,11.79675131,317.9524692
V1429,Van,D01429,8.512196307,399.7188087
V1430,Van,D01430,8.138793735,277.6668145
V1431,Truck,D01431,11.84209671,279.2308413
V1432,Motorbike,D01432,7.155432851,376.389759
V1433,Truck,D01433,9.196547449,274.3810085
V1434,Van,D01434,6.881746461,323.820989
V1435,Van,D01435,5.083048411,453.9983307
V1436,Motorbike,D01436,14.7005736,230.6529534
V1437,Truck,D01437,9.317029787,223.3062819
V1438,Van,D01438,14.69349614,51.59704634
V1439,Van,D01439,6.403235198,326.0418177
V1440,Motorbike,D01440,10.87366779,63.39735833
V1441,Truck,D01441,7.009740328,276.8668204
V1442,Truck,D01442,12.90074127,411.9052051
V1443,Truck,D01443,12.83702989,297.4644817
V1444,Motorbike,D01444,6.12607149,171.3362743
V1445,Truck,D01445,14.12064453,403.7757897
V1446,Van,D01446,6.946296472,171.3726518
V1447,Truck,D01447,11.12977342,379.8643014
V1448,Motorbike,D01448,14.8563362,324.6163048
V1449,Motorbike,D01449,13.82396535,126.4983335
V1450,Van,D01450,14.56563929,457.3102437
V1451,Van,D01451,8.425987712,140.2896573
V1452,Truck,D01452,6.055756422,495.3141834
V1453,Truck,D01453,6.883468733,53.28971989
V1454,Truck,D01454,10.00494895,168.5675197
V1455,Van,D01455,12.93229678,139.9371338
V1456,Van,D01456,6.501536442,56.29703458
V1457,Motorbike,D01457,11.59731532,379.5655551
V1458,Van,D01458,8.23577604,362.0416109
V1459,Van,D01459,8.412020724,406.557934
V1460,Van,D01460,11.6191773,165.5143459
V1461,Van,D01461,9.669994195,249.9508252
V1462,Truck,D01462,13.12033293,346.6010847
V1463,Van,D01463,6.559185097,247.8958267
V1464,Van,D01464,12.8994827,363.7965966
V1465,Motorbike,D01465,5.642352481,335.2880338
V1466,Motorbike,D01466,6.940538802,101.5915114
V1467,Van,D01467,11.56149715,401.4694045
V1468,Truck,D01468,13.54925657,374.3043616
V1469,Van,D01469,7.526796277,345.1254744
V1470,Van,D01470,8.271916058,119.7921228
V1471,Truck,D01471,10.37120748,170.598402
V1472,Motorbike,D01472,7.115728065,226.9296642
V1473,Motorbike,D01473,13.11156262,175.9683297
V1474,Motorbike,D01474,12.73636645,152.5146308
V1475,Truck,D01475,6.45291712,412.4109516
V1476,Motorbike,D01476,9.638297318,337.2045109
V1477,Motorbike,D01477,12.74827767,304.4624592
V1478,Van,D01478,8.373295311,151.6787199
V1479,Van,D01479,11.33106823,463.134453
V1480,Motorbike,D01480,5.502131215,136.0323676
V1481,Van,D01481,11.08688761,407.7279198
V1482,Van,D01482,6.5265298,485.0027
V1483,Van,D01483,13.30583325,377.1917282
V1484,Van,D01484,8.554494636,496.7864488
V1485,Truck,D01485,7.815538627,342.9730026
V1486,Motorbike,D01486,13.40888977,147.8571546
V1487,Van,D01487,5.501440231,141.7187722
V1488,Van,D01488,8.966087993,196.0539279
V1489,Truck,D01489,8.700035406,53.2085091
V1490,Van,D01490,7.848003742,356.7643115
V1491,Truck,D01491,14.11754332,170.9005031
V1492,Truck,D01492,12.50928394,416.8324545
V1493,Van,D01493,5.639231642,211.6276928
V1494,Van,D01494,12.14687449,265.9804221
V1495,Van,D01495,10.27299133,484.5600125
V1496,Truck,D01496,14.00867894,158.9774554
V1497,Van,D01497,8.129456173,374.5643438
V1498,Truck,D01498,10.74162,389.8030052
V1499,Motorbike,D01499,10.00755275,149.4491709
V1500,Van,D01500,9.895609062,275.4485765
V1501,Van,D01501,9.561053995,207.5908664
V1502,Van,D01502,7.056294755,397.3578095
V1503,Truck,D01503,12.55709922,330.1174936
V1504,Motorbike,D01504,9.513360327,264.1923747
V1505,Truck,D01505,14.58516275,400.7134693
V1506,Van,D01506,7.608084272,155.8200065
V1507,Van,D01507,11.8274384,389.1298463
V1508,Truck,D01508,14.4071708,439.4184404
V1509,Motorbike,D01509,11.63458323,445.3797186
V1510,Van,D01510,13.71272908,402.6531169
V1511,Truck,D01511,13.2748096,233.6063751
V1512,Truck,D01512,8.601177155,491.8136102
V1513,Truck,D01513,11.0012394,220.8171397
V1514,Motorbike,D01514,6.562613398,337.3814296
V1515,Van,D01515,10.35525883,122.4833801
V1516,Truck,D01516,7.304219718,491.2020044
V1517,Truck,D01517,12.43736815,366.7936648
V1518,Van,D01518,10.28058422,389.0198954
V1519,Van,D01519,9.112273626,79.59951654
V1520,Van,D01520,7.687970962,393.5380164
V1521,Van,D01521,14.98698482,398.6255431
V1522,Truck,D01522,5.717105209,352.2977269
V1523,Van,D01523,5.435606806,181.3593262
V1524,Motorbike,D01524,7.172574005,270.360519
V1525,Truck,D01525,14.71072459,99.69546709
V1526,Van,D01526,14.79238168,262.2141799
V1527,Van,D01527,11.54927735,159.7207337
V1528,Van,D01528,13.80106667,207.0936439
V1529,Truck,D01529,7.139617308,123.1701838
V1530,Motorbike,D01530,14.72042094,153.5244655
V1531,Van,D01531,6.427848501,84.45588882
V1532,Van,D01532,6.011251882,463.9556149
V1533,Van,D01533,6.122115392,288.6848096
V1534,Truck,D01534,10.73127923,228.5338871
V1535,Truck,D01535,12.80974401,290.7631457
V1536,Motorbike,D01536,8.666671779,332.7319528
V1537,Truck,D01537,14.77895988,464.845457
V1538,Van,D01538,9.344201381,130.4118285
V1539,Van,D01539,6.504485508,182.9986244
V1540,Van,D01540,9.659667482,489.1052014
V1541,Van,D01541,11.79037165,217.036844
V1542,Van,D01542,13.32225781,60.15274284
V1543,Truck,D01543,9.5876829,116.4395717
V1544,Van,D01544,10.93606826,61.85241579
V1545,Van,D01545,7.673447122,495.4654141
V1546,Van,D01546,11.45916526,175.491882
V1547,Truck,D01547,14.85971944,465.5942406
V1548,Van,D01548,5.490535726,498.1488241
V1549,Truck,D01549,13.86530671,319.9285495
V1550,Truck,D01550,10.62282503,64.93834178
V1551,Truck,D01551,7.520986596,86.71623367
V1552,Motorbike,D01552,14.5488971,266.7150748
V1553,Truck,D01553,9.833543031,232.7774058
V1554,Truck,D01554,8.316902517,322.7797876
V1555,Truck,D01555,6.814976283,247.4815144
V1556,Truck,D01556,7.444522103,470.3345822
V1557,Van,D01557,13.32849042,290.6328719
V1558,Truck,D01558,11.14410009,362.1767277
V1559,Truck,D01559,14.13245619,453.4183727
V1560,Van,D01560,7.319684522,116.0923441
V1561,Van,D01561,6.211385738,153.3805944
V1562,Motorbike,D01562,5.06087531,98.29339721
V1563,Van,D01563,10.07862038,112.8372797
V1564,Truck,D01564,14.9830693,280.6627851
V1565,Van,D01565,11.94965269,194.5306665
V1566,Truck,D01566,8.08394592,240.4277778
V1567,Van,D01567,13.76858583,492.1204243
V1568,Van,D01568,12.81722266,120.5169565
V1569,Truck,D01569,5.154151661,293.3654319
V1570,Van,D01570,13.16860481,94.49201977
V1571,Motorbike,D01571,8.005267572,193.323341
V1572,Motorbike,D01572,6.496734646,287.3866657
V1573,Van,D01573,7.263308397,475.9842857
V1574,Van,D01574,9.685798044,226.0526996
V1575,Truck,D01575,9.248679271,79.2080133
V1576,Truck,D01576,7.888872994,224.6726516
V1577,Van,D01577,6.722183222,115.5835291
V1578,Van,D01578,12.6223079,153.495326
V1579,Motorbike,D01579,14.90109784,328.1407804
V1580,Van,D01580,12.7779158,80.34073979
V1581,Van,D01581,7.959369677,259.1256903
V1582,Van,D01582,7.448089614,324.2577137
V1583,Motorbike,D01583,7.176658761,239.8362766
V1584,Van,D01584,6.366950745,58.60685778
V1585,Van,D01585,10.5133055,493.4837106
V1586,Van,D01586,11.05400372,215.2020953
V1587,Motorbike,D01587,12.05502661,400.3597341
V1588,Truck,D01588,11.80213371,196.5409215
V1589,Motorbike,D01589,7.923333113,263.7575406
V1590,Van,D01590,8.303110054,224.8086392
V1591,Van,D01591,11.81514535,204.1426533
V1592,Van,D01592,8.494476408,59.83311974
V1593,Van,D01593,7.126231896,212.009422
V1594,Truck,D01594,8.743361537,450.2704957
V1595,Motorbike,D01595,7.720841576,360.6770024
V1596,Van,D01596,5.883127212,115.4402866
V1597,Van,D01597,13.30138902,316.0197521
V1598,Truck,D01598,13.53111389,451.503887
V1599,Van,D01599,7.197503002,365.0153184
V1600,Van,D01600,5.647721995,116.9079766
V1601,Van,D01601,12.38827437,440.5246235
V1602,Van,D01602,7.115286259,185.694806
V1603,Van,D01603,8.934354894,254.3342649
V1604,Motorbike,D01604,5.641352522,286.7642419
V1605,Van,D01605,7.262695848,432.727972
V1606,Motorbike,D01606,12.92902278,469.2233728
V1607,Truck,D01607,13.04396447,468.343795
V1608,Van,D01608,7.070848249,53.57938158
V1609,Van,D01609,8.359138451,464.8498185
V1610,Van,D01610,6.342384191,74.4741347
V1611,Motorbike,D01611,5.741726303,169.5981456
V1612,Truck,D01612,14.92171714,281.7445346
V1613,Truck,D01613,11.55593951,265.9665601
V1614,Motorbike,D01614,10.42096509,322.1194072
V1615,Truck,D01615,12.654985,265.7508029
V1616,Van,D01616,13.4007716,470.4690558
V1617,Van,D01617,13.06714768,158.2469817
V1618,Motorbike,D01618,5.165394493,173.3111123
V1619,Truck,D01619,6.868078982,464.3320711
V1620,Truck,D01620,11.54905302,84.53278119
V1621,Van,D01621,8.757593478,324.3023699
V1622,Motorbike,D01622,14.82482651,356.7811784
V1623,Van,D01623,11.65404793,277.4937755
V1624,Van,D01624,14.56548909,362.4043455
