customer_id,region,customer_type,total_orders,avg_delivery_time,satisfaction_score
CUS01236,DN,B2B,97,4.110897608,4.689517472
CUS01237,DN,B2B,183,2.537482326,3.988494797
CUS01238,HCM,Retail,110,3.715142055,2.940041499
CUS01239,CT,B2B,40,5.289363394,4.456703186
CUS01240,CT,Retail,142,3.1345888,3.800745049
CUS01241,HN,Retail,84,4.31308458,4.028907882
CUS01242,HCM,Retail,116,5.933738015,4.294858054
CUS01243,HCM,Retail,13,2.697695741,3.540830005
CUS01244,CT,Retail,53,2.40582903,2.51934746
CUS01245,HP,Retail,80,5.182386715,3.410429102
CUS01246,CT,Retail,95,2.099687268,3.534065431
CUS01247,CT,Retail,39,4.573023742,3.417313586
CUS01248,CT,Retail,84,3.342979976,4.577637266
CUS01249,DN,Retail,121,4.895255245,3.330880542
CUS01250,HCM,Retail,65,2.481012689,3.54084331
CUS01251,DN,Retail,184,3.320175769,2.654008348
CUS01252,HP,B2B,40,2.068147615,4.292144602
CUS01253,HN,B2B,174,2.940363976,3.038546909
CUS01254,HP,Retail,135,3.933034609,3.087528867
CUS01255,HCM,Retail,45,2.71045365,3.967135411
CUS01256,HN,Retail,22,4.398622138,4.958883653
CUS01257,HP,B2B,135,2.472586491,3.525361698
CUS01258,HCM,Retail,122,4.980894197,3.317893829
CUS01259,HP,B2B,52,5.68665906,2.590515675
CUS01260,HN,Retail,100,3.543701865,4.468434675
CUS01261,HN,B2B,68,4.11282427,3.153218661
CUS01262,HP,Retail,198,3.954053451,4.422099946
CUS01263,DN,B2B,67,5.141581892,3.205663635
CUS01264,HP,Retail,3,5.976764119,2.574722401
CUS01265,HP,B2B,58,4.942743917,3.745529024
CUS01266,HP,Retail,120,2.858120915,4.765145096
CUS01267,DN,Retail,195,4.784320607,3.02647757
CUS01268,CT,B2B,100,4.463055978,2.884800332
CUS01269,HN,Retail,182,2.840479543,2.961961601
CUS01270,HCM,Retail,9,2.96384734,4.225691379
CUS01271,HN,Retail,182,4.611147236,3.418492608
CUS01272,HN,Retail,179,5.231274642,3.140152073
CUS01273,CT,B2B,16,5.049616254,3.344243858
CUS01274,HN,Retail,12,4.425647562,3.272739722
CUS01275,HN,Retail,102,5.75016915,3.859442709
CUS01276,DN,B2B,148,4.924182145,2.833333848
CUS01277,DN,Retail,181,4.167663824,3.771803461
CUS01278,DN,B2B,31,5.264819981,3.279370721
CUS01279,DN,B2B,21,3.161935917,4.831578713
CUS01280,DN,Retail,131,3.053970979,3.554541172
CUS01281,HCM,Retail,21,5.885820381,2.750023712
CUS01282,CT,B2B,92,5.799286802,4.834022238
CUS01283,HP,B2B,28,5.522064683,4.84375034
CUS01284,DN,B2B,133,2.857476388,2.938735794
CUS01285,CT,Retail,71,4.350755935,4.541061195
CUS01286,HP,Retail,197,4.140200357,4.654852087
CUS01287,HN,Retail,73,2.812433943,3.388991088
CUS01288,HN,Retail,175,3.791152684,2.898751292
CUS01289,CT,Retail,148,3.860583422,4.496121537
CUS01290,HCM,Retail,166,2.962490555,2.570765223
CUS01291,HCM,Retail,116,5.819523282,4.048518698
CUS01292,CT,Retail,165,3.970859967,3.354937738
CUS01293,HCM,B2B,58,4.099567455,3.990066863
CUS01294,HCM,B2B,145,4.394315569,4.472118777
CUS01295,HN,Retail,42,5.547809756,4.571845537
CUS01296,HCM,Retail,97,4.133238737,4.996168271
CUS01297,HCM,Retail,160,4.163863058,4.10056337
CUS01298,CT,Retail,62,2.96077334,3.058660178
CUS01299,HCM,Retail,96,4.411268765,3.190255821
CUS01300,DN,Retail,112,3.524598126,3.5903627
CUS01301,DN,Retail,120,4.587125983,4.62117656
CUS01302,CT,Retail,87,3.202985426,3.417137566
CUS01303,DN,Retail,149,4.862913479,4.220674882
CUS01304,HN,Retail,161,4.475611138,2.612719388
CUS01305,CT,Retail,195,3.89793589,3.575144938
CUS01306,HCM,Retail,134,2.386689735,2.917565314
CUS01307,DN,Retail,113,4.507872645,4.846107381
CUS01308,HN,Retail,92,5.437115834,4.478588702
CUS01309,CT,Retail,66,2.684297584,2.846851867
CUS01310,CT,B2B,32,2.338877861,3.504628351
CUS01311,HCM,Retail,64,2.158275134,2.701479298
CUS01312,HP,Retail,154,2.127274951,4.366396704
CUS01313,DN,B2B,190,5.368276694,2.978413824
CUS01314,HN,Retail,5,4.910459762,4.510834948
CUS01315,CT,Retail,139,2.80919334,2.68505663
CUS01316,DN,Retail,128,5.668470119,3.932393632
CUS01317,HN,Retail,74,2.541359256,4.020503021
CUS01318,HN,Retail,177,3.496650947,3.335836841
CUS01319,CT,Retail,92,3.808433219,2.910520557
CUS01320,DN,B2B,190,2.303583007,3.309572988
CUS01321,HN,Retail,60,3.389896807,3.738779389
CUS01322,CT,B2B,2,2.407522787,4.922769111
CUS01323,DN,B2B,89,5.159097563,3.617354586
CUS01324,DN,B2B,187,2.187312435,2.973454592
CUS01325,CT,B2B,107,2.06854628,2.564715572
CUS01326,DN,Retail,115,4.929994733,2.52057358
CUS01327,HP,Retail,76,5.123393265,3.541844964
CUS01328,HN,Retail,153,3.982520051,3.240773261
CUS01329,HN,B2B,196,3.271490356,2.787704826
CUS01330,DN,Retail,170,2.945812517,2.930438511
CUS01331,CT,Retail,76,2.468111599,3.374764966
CUS01332,HCM,B2B,199,3.936920678,4.216575388
CUS01333,DN,Retail,183,3.964356528,4.023969879
CUS01334,HCM,Retail,166,3.823843005,2.699888327
CUS01335,DN,Retail,171,5.113050395,2.857566384
CUS01336,HCM,Retail,198,2.399107441,4.771007467
CUS01337,DN,Retail,181,4.680040096,2.677703132
CUS01338,CT,Retail,128,3.606269292,2.99718196
CUS01339,HCM,B2B,21,2.963799546,3.294855448
CUS01340,HP,Retail,148,4.726376448,3.075297669
CUS01341,CT,Retail,19,2.790711595,3.227095842
CUS01342,DN,Retail,161,2.923667974,4.31935106
CUS01343,HCM,Retail,63,5.994182615,2.737532852
CUS01344,HN,Retail,196,5.554674904,3.380583503
CUS01345,CT,Retail,188,4.788556474,4.029323226
CUS01346,HCM,Retail,19,3.263051031,2.622102382
CUS01347,CT,Retail,113,4.146873396,2.610736694
CUS01348,HCM,Retail,156,2.506463181,3.746418719
CUS01349,HN,Retail,22,3.335806077,4.749561371
CUS01350,HP,Retail,51,2.271882145,3.611921123
CUS01351,HN,Retail,88,4.441273326,3.51661165
CUS01352,DN,Retail,123,5.429982967,2.525394484
CUS01353,CT,B2B,63,5.238205204,4.331778456
CUS01354,HP,Retail,62,5.424325076,2.910212863
CUS01355,CT,Retail,157,2.698398874,4.246234125
CUS01356,HCM,B2B,74,4.600338446,3.37126565
CUS01357,DN,Retail,32,5.826968153,2.612471306
CUS01358,DN,B2B,153,5.133004658,3.319751777
CUS01359,CT,Retail,144,2.013561515,4.148900842
CUS01360,DN,B2B,15,5.529226446,4.420846636
CUS01361,CT,Retail,187,4.8231194,4.088860254
CUS01362,HCM,Retail,48,2.488248224,4.277651956
CUS01363,HCM,B2B,18,3.255290331,3.089785308
CUS01364,CT,B2B,23,2.470059249,4.913120448
CUS01365,HN,Retail,55,4.919241991,3.067276243
CUS01366,HN,B2B,42,2.014095546,2.9252477
CUS01367,HCM,Retail,131,3.858088726,3.124529358
CUS01368,HP,Retail,199,5.999235894,4.930137944
CUS01369,HN,Retail,103,5.404522133,2.662384052
CUS01370,CT,Retail,52,4.348886858,4.433613238
CUS01371,HCM,Retail,11,4.775736576,2.763216258
CUS01372,DN,Retail,55,4.414555164,4.433228612
CUS01373,DN,Retail,88,5.243383787,3.192560123
CUS01374,HN,Retail,114,5.543939295,4.316557871
CUS01375,HP,Retail,25,5.066369532,2.622501497
CUS01376,HN,Retail,92,2.727850118,3.336488534
CUS01377,HP,Retail,87,3.490085596,3.661561208
CUS01378,HN,B2B,81,5.137632849,2.551687669
CUS01379,DN,Retail,169,5.29271032,2.952120866
CUS01380,HP,Retail,165,4.515210937,2.921995324
CUS01381,DN,Retail,183,4.856580884,3.703504281
CUS01382,CT,Retail,9,2.697994252,2.832932529
CUS01383,CT,Retail,99,3.490663229,4.942924955
CUS01384,HCM,Retail,36,4.138545126,4.717324519
CUS01385,DN,Retail,57,5.934833624,3.060840699
CUS01386,DN,B2B,63,5.196862361,3.085525002
CUS01387,HCM,Retail,82,2.770479079,4.868568728
CUS01388,CT,B2B,20,3.409626162,3.248860584
CUS01389,CT,Retail,47,2.867593171,3.558222273
CUS01390,HP,Retail,20,2.609036356,4.25369843
CUS01391,HP,Retail,6,2.479920364,3.360091533
CUS01392,CT,Retail,73,5.862812164,4.75614196
CUS01393,HN,Retail,107,5.626534264,3.972590575
CUS01394,DN,B2B,93,3.932977064,3.918089603
CUS01395,HP,Retail,29,4.194178536,3.885738598
CUS01396,HN,Retail,100,5.354491,2.780118048
CUS01397,HP,Retail,111,4.595353438,4.476104666
CUS01398,HCM,Retail,121,4.930631668,3.930284097
CUS01399,DN,Retail,49,5.164567478,2.633797939
CUS01400,HP,B2B,108,3.932115029,4.625901144
CUS01401,CT,Retail,134,5.899171565,4.323645401
CUS01402,HCM,Retail,39,4.513459886,3.22222295
CUS01403,HCM,Retail,32,4.533941007,3.215098177
CUS01404,CT,Retail,177,2.564180546,3.761790071
CUS01405,HCM,Retail,43,5.950948849,2.518079505
CUS01406,DN,Retail,108,2.283102139,4.524051662
CUS01407,HP,Retail,28,5.942545403,4.855113701
CUS01408,HCM,Retail,45,5.642262341,3.616505809
CUS01409,DN,Retail,65,5.425681087,3.841435311
CUS01410,CT,B2B,50,4.694394777,4.524461901
CUS01411,HP,Retail,54,4.435432357,3.193997412
CUS01412,CT,Retail,51,5.98648007,3.729326202
CUS01413,HP,Retail,43,5.895989945,2.777485133
CUS01414,HCM,B2B,64,5.247332335,4.254769356
CUS01415,HCM,Retail,30,2.347445904,4.48213745
CUS01416,HP,Retail,170,3.48866645,2.667264095
CUS01417,DN,B2B,166,5.463711239,4.706048749
CUS01418,DN,Retail,87,4.8100813,3.436298674
CUS01419,DN,Retail,66,2.488016814,4.805516531
CUS01420,HN,Retail,69,3.392994165,4.750431311
CUS01421,DN,Retail,15,2.077702017,4.47724923
CUS01422,HCM,B2B,189,5.57121307,4.575373999
CUS01423,HN,B2B,110,4.988021142,3.223433504
CUS01424,DN,B2B,134,3.743443443,3.41821678
CUS01425,HCM,B2B,24,5.04155241,3.100153499
CUS01426,HN,Retail,121,5.733688775,3.386261805
CUS01427,HCM,Retail,85,3.119566771,3.904762894
CUS01428,HP,Retail,142,3.143267364,4.660076128
CUS01429,HCM,Retail,140,3.930605926,3.86795851
CUS01430,HN,Retail,183,4.82759851,4.241715374
CUS01431,DN,Retail,68,5.972149741,2.839476646
CUS01432,HN,B2B,122,2.651725822,4.848920053
CUS01433,DN,Retail,44,3.36854226,3.957942773
CUS01434,DN,B2B,85,3.453759911,4.439524042
CUS01435,CT,Retail,179,4.903295891,4.996414798
CUS01436,HP,Retail,166,5.546391184,4.649313994
CUS01437,CT,B2B,41,2.735180554,3.760921939
CUS01438,HN,B2B,122,4.854601429,4.670101722
CUS01439,CT,Retail,44,5.638488063,4.147313858
CUS01440,DN,Retail,75,2.485182676,4.325045345
CUS01441,HN,Retail,92,4.54023992,4.093237
CUS01442,CT,B2B,16,2.809536257,3.219084438
CUS01443,HCM,Retail,178,3.764563675,3.336193122
CUS01444,HP,Retail,166,2.507234949,3.895847365
CUS01445,HCM,Retail,86,4.734476771,4.685190318
CUS01446,HN,Retail,133,3.60550152,3.631357327
CUS01447,CT,Retail,137,4.269010775,3.851418645
CUS01448,DN,B2B,77,4.094169298,3.42274142
CUS01449,CT,B2B,39,4.775939211,2.545338666
CUS01450,HN,B2B,87,5.582313359,4.108848596
CUS01451,HN,Retail,155,3.118997354,3.914839228
CUS01452,HN,B2B,160,4.380667255,4.945640926
CUS01453,HN,Retail,64,4.295065515,3.769916958
CUS01454,CT,Retail,161,3.260581277,3.837369438
CUS01455,HCM,Retail,106,3.998344619,3.205654916
CUS01456,DN,Retail,90,2.161812695,2.748997721
CUS01457,DN,Retail,146,3.707732287,4.268931869
CUS01458,HP,Retail,67,3.082107544,4.521039092
CUS01459,HN,Retail,5,5.4559026,4.674246282
CUS01460,HN,Retail,59,3.431166753,3.51067939
CUS01461,HN,Retail,76,2.768838907,4.258912443
CUS01462,HCM,Retail,4,4.118684902,3.156730251
CUS01463,HN,B2B,16,5.24385779,3.131977921
CUS01464,HP,Retail,75,3.416183035,4.989313146
CUS01465,HP,Retail,100,5.387321643,4.623598338
CUS01466,HCM,Retail,121,3.30451823,3.140532935
CUS01467,HN,Retail,176,4.942392132,3.58349825
CUS01468,CT,Retail,66,2.46100471,3.912421008
CUS01469,CT,Retail,136,2.248802207,2.532429422
CUS01470,DN,Retail,172,4.950303623,4.898184037
CUS01471,HCM,Retail,21,3.473592856,2.771928675
CUS01472,CT,Retail,26,3.571981097,4.543098698
CUS01473,DN,Retail,163,4.296610588,4.939825552
CUS01474,HP,B2B,143,5.94748064,4.260572789
CUS01475,DN,Retail,168,2.686039207,4.916725838
CUS01476,HN,Retail,30,3.199416314,2.549224888
CUS01477,HN,B2B,66,4.594814607,3.386371109
CUS01478,HP,Retail,80,4.803853223,3.691130012
CUS01479,HCM,Retail,13,4.824581036,4.45734985
CUS01480,HN,Retail,1,4.381621073,4.136329742
CUS01481,HN,Retail,171,4.353135458,4.340022759
CUS01482,DN,Retail,156,2.592427798,2.861654527
CUS01483,DN,Retail,129,5.338501492,4.61191364
CUS01484,DN,B2B,168,2.035583245,4.555564637
CUS01485,CT,B2B,162,3.670309043,4.422281193
CUS01486,HP,Retail,141,2.861637007,4.54487479
CUS01487,HCM,Retail,61,2.417359652,3.033987135
CUS01488,DN,B2B,117,3.27796322,2.850667329
CUS01489,HCM,Retail,66,4.628749171,4.737653892
CUS01490,DN,Retail,123,3.988331641,4.892525815
CUS01491,HN,Retail,4,5.494103447,3.56066611
CUS01492,HCM,Retail,141,4.398741818,3.617499543
CUS01493,CT,Retail,36,3.012536144,4.352442668
CUS01494,DN,Retail,96,4.060883781,3.737497675
CUS01495,HP,Retail,189,2.909543215,3.283888658
CUS01496,HN,B2B,186,2.7146259,2.975240164
CUS01497,DN,Retail,85,5.820082102,2.556628073
CUS01498,HCM,Retail,143,3.872131329,3.969246645
CUS01499,DN,Retail,90,4.604832363,2.855384837
CUS01500,HN,Retail,85,5.493729109,4.645877407
CUS01501,HP,Retail,12,3.288710608,4.957171633
CUS01502,HP,Retail,76,5.15610096,3.644350386
CUS01503,HP,B2B,69,5.155307738,2.788925009
CUS01504,HN,Retail,189,5.296047609,3.957543576
CUS01505,DN,Retail,42,2.757858177,3.934696509
CUS01506,HN,B2B,160,5.851360937,2.83338436
CUS01507,HN,Retail,130,3.099125178,4.11732566
CUS01508,DN,Retail,8,5.107259095,3.290157113
CUS01509,CT,Retail,54,2.649223598,4.613729761
CUS01510,HP,B2B,136,5.696908234,3.969794838
CUS01511,HCM,Retail,88,3.711381191,3.582377355
CUS01512,HCM,Retail,141,4.674613808,4.908294816
CUS01513,DN,Retail,29,5.400767285,3.728060541
CUS01514,HCM,Retail,13,3.129546064,4.71823591
CUS01515,CT,Retail,58,3.55598405,3.160775311
CUS01516,HN,Retail,63,3.253556831,3.604438104
CUS01517,HP,Retail,87,3.131482056,2.709720506
CUS01518,HCM,Retail,175,4.041205799,3.556894242
CUS01519,HCM,Retail,87,4.186979975,4.736232053
CUS01520,DN,Retail,74,2.307291021,4.573655532
CUS01521,DN,Retail,38,4.693171442,4.93926521
CUS01522,HN,Retail,69,3.680005248,4.374334715
CUS01523,HP,Retail,69,5.55811736,3.178720653
CUS01524,HCM,Retail,168,5.542089668,2.902078359
CUS01525,HN,Retail,129,4.880371133,2.948791269
CUS01526,HP,B2B,130,5.415132752,4.153456701
CUS01527,HN,Retail,113,5.690056347,3.455617774
CUS01528,HCM,Retail,29,4.309315481,3.535092765
CUS01529,DN,Retail,122,5.887625437,4.651435077
CUS01530,DN,Retail,7,5.821595446,4.316662811
CUS01531,DN,B2B,185,2.439530658,3.023184518
CUS01532,CT,Retail,55,4.091020146,2.927753216
CUS01533,HN,Retail,164,2.457869857,4.554831698
CUS01534,HCM,Retail,7,4.73653426,4.884021718
CUS01535,HN,Retail,92,5.061103144,2.962856091
CUS01536,DN,Retail,10,5.538711865,4.879403531
CUS01537,HN,Retail,80,4.600038154,3.574343095
CUS01538,HP,Retail,74,3.815971102,4.764147686
CUS01539,HN,B2B,167,2.623747955,4.377142876
CUS01540,CT,B2B,58,2.500415927,4.76277673
CUS01541,CT,Retail,90,3.942669155,4.112868693
CUS01542,DN,Retail,98,5.330190807,2.892524524
CUS01543,HCM,B2B,40,5.002874922,2.650915345
CUS01544,HP,Retail,142,5.523207045,4.067780817
CUS01545,HCM,Retail,129,5.243960842,2.645889375
CUS01546,HCM,B2B,145,2.821866223,3.089966438
CUS01547,HP,Retail,49,2.801297642,3.015576102
CUS01548,CT,B2B,86,3.832053203,3.567759346
CUS01549,DN,Retail,144,2.764622929,3.99345081
CUS01550,HN,Retail,135,2.749897078,4.777911235
CUS01551,CT,Retail,143,3.071115744,4.840480008
CUS01552,DN,Retail,115,2.090268747,4.955934388
CUS01553,CT,Retail,21,4.285370657,4.40955858
CUS01554,HP,Retail,66,3.58642711,4.803242552
CUS01555,HCM,Retail,187,2.949583265,4.47656415
CUS01556,HP,Retail,176,2.536895614,4.776502946
CUS01557,HN,Retail,89,3.823401071,2.760438045
CUS01558,HP,B2B,178,4.407833559,4.903937335
CUS01559,HCM,Retail,138,5.893109333,3.086407736
CUS01560,CT,B2B,52,3.015295465,3.921174913
CUS01561,DN,B2B,196,2.105339635,3.792068746
CUS01562,HN,Retail,158,4.944060427,3.91115524
CUS01563,CT,Retail,34,2.940678304,4.255073875
CUS01564,DN,B2B,94,3.937054651,3.848993883
CUS01565,HCM,Retail,86,5.232900797,4.221869938
CUS01566,HP,Retail,65,2.147907412,3.835971324
CUS01567,CT,Retail,60,2.566077026,2.530107864
CUS01568,DN,Retail,136,2.392704197,4.068416299
CUS01569,DN,Retail,75,2.934905512,3.888003205
CUS01570,HP,Retail,193,2.692127535,3.964610481
CUS01571,CT,Retail,69,3.266407306,2.503901136
CUS01572,CT,B2B,185,4.985218391,3.671866985
CUS01573,HCM,B2B,45,2.16937498,4.687443017
CUS01574,CT,Retail,49,2.295055537,3.331388557
CUS01575,HP,Retail,62,4.257295314,3.61220509
CUS01576,CT,Retail,167,4.081039015,2.806110525
CUS01577,HCM,Retail,149,3.896300293,3.625585718
CUS01578,DN,Retail,121,4.063635739,3.489445997
CUS01579,CT,Retail,53,4.968155555,4.707601484
CUS01580,HP,Retail,173,4.304456154,2.588601156
CUS01581,CT,Retail,97,3.827892564,4.878040468
CUS01582,HN,B2B,121,2.327003979,3.941007962
CUS01583,HCM,B2B,156,5.899084456,3.824085941
CUS01584,DN,Retail,53,2.957334593,4.715505357
CUS01585,HN,Retail,9,5.476631657,2.977523615
CUS01586,HP,Retail,75,3.51591083,3.022533609
CUS01587,CT,Retail,104,4.735745967,4.686064724
CUS01588,HCM,B2B,93,3.816518853,4.823610662
CUS01589,CT,Retail,124,3.416651007,4.59452825
CUS01590,CT,Retail,122,4.457220204,2.603162441
CUS01591,CT,Retail,199,4.144425664,4.130173024
CUS01592,CT,B2B,61,2.929729628,3.627843552
CUS01593,HCM,Retail,155,3.344967196,4.519561873
CUS01594,HN,Retail,124,2.137507155,2.895334702
CUS01595,HP,B2B,150,2.774334515,4.800831662
CUS01596,HN,Retail,95,3.343332038,3.3385019
CUS01597,HCM,Retail,30,5.888485238,3.308073177
CUS01598,HP,Retail,92,4.108355739,2.946068395
CUS01599,DN,B2B,84,4.803184891,2.517375825
CUS01600,HN,B2B,15,4.694401465,3.281857986
CUS01601,HCM,Retail,143,5.923551715,2.870810254
CUS01602,HCM,Retail,53,4.222661117,4.345349038
CUS01603,HCM,Retail,23,4.341977709,4.391594411
CUS01604,HP,Retail,70,3.200280707,4.569831208
CUS01605,CT,Retail,109,4.504471344,2.513604159
CUS01606,DN,Retail,144,5.030897688,3.378708657
CUS01607,HP,Retail,87,2.413013523,2.514519351
CUS01608,HP,B2B,193,3.920498918,3.769287531
CUS01609,HN,Retail,173,3.687600815,4.772519337
CUS01610,DN,Retail,7,2.454337999,3.519725649
CUS01611,HCM,Retail,173,3.365151151,4.684158479
CUS01612,HP,Retail,39,4.140714561,4.868946997
CUS01613,DN,Retail,104,4.599477505,3.094666162
CUS01614,HN,Retail,50,3.155577542,2.525387616
CUS01615,CT,Retail,177,3.905198366,4.348922951
CUS01616,DN,B2B,48,4.936317876,3.947525737
CUS01617,HCM,Retail,49,3.688990993,3.367872366
CUS01618,HP,Retail,168,5.763092466,3.419009494
CUS01619,CT,Retail,167,2.122824639,2.702443131
CUS01620,HN,Retail,185,3.040909034,4.677668395
CUS01621,HCM,Retail,82,2.533564949,3.105161401
CUS01622,CT,Retail,63,4.165162689,2.742761135
CUS01623,HN,B2B,184,2.709494032,4.448835283
CUS01624,HCM,B2B,130,4.967361706,3.712686318
CUS01625,HP,B2B,112,5.673400074,4.407242161
CUS01626,HN,B2B,154,2.828798622,4.754687152
CUS01627,CT,Retail,96,5.627052431,3.455317463
CUS01628,HCM,Retail,151,4.527020908,2.636178034
CUS01629,DN,Retail,121,2.784682588,3.133098617
CUS01630,HCM,B2B,18,4.946181914,2.627674961
CUS01631,CT,Retail,88,2.363494704,2.872886911
CUS01632,CT,Retail,68,4.768592901,4.622367626
CUS01633,DN,Retail,60,5.445045287,4.853550527
CUS01634,CT,Retail,130,5.80150408,4.192282658
CUS01635,HCM,Retail,94,2.218124469,4.329555465
CUS01636,HN,Retail,49,2.247742353,4.328714177
CUS01637,HCM,Retail,166,5.721619553,2.80838936
CUS01638,CT,Retail,159,5.158370289,2.617781316
CUS01639,DN,Retail,168,5.097068667,4.245998356
CUS01640,DN,Retail,80,4.970486917,2.593541805
CUS01641,HP,Retail,127,4.869318464,4.529387032
CUS01642,DN,B2B,53,4.452891513,3.977844788
CUS01643,DN,Retail,64,5.250960178,2.783775817
CUS01644,CT,Retail,33,2.136689603,4.148232469
CUS01645,HN,Retail,58,4.961208434,4.015767606
CUS01646,HN,B2B,50,4.33167,3.440773844
CUS01647,CT,Retail,64,5.629836367,4.544300282
CUS01648,DN,Retail,131,5.745495363,3.261520804
CUS01649,HCM,B2B,125,2.965322033,3.444774259
CUS01650,HN,B2B,61,5.157840341,4.241557489
CUS01651,CT,Retail,124,5.827994909,4.380078021
CUS01652,HCM,Retail,138,3.066598067,3.183902766
CUS01653,DN,Retail,66,5.404338972,2.541965499
CUS01654,CT,Retail,179,4.346118629,2.940759409
CUS01655,HN,Retail,30,3.579980743,3.157991412
CUS01656,HCM,B2B,25,5.294437592,4.762518135
CUS01657,HCM,B2B,171,5.481196246,4.734026367
CUS01658,HN,Retail,120,3.130587227,4.151744138
CUS01659,HCM,B2B,88,5.177851848,4.273299278
CUS01660,HN,Retail,192,2.198645929,4.0531322
CUS01661,CT,Retail,187,3.670650331,4.44796269
CUS01662,HP,Retail,190,2.279141052,3.378000635
CUS01663,DN,Retail,10,3.175342555,3.866765161
CUS01664,CT,Retail,192,5.801459778,4.176647469
CUS01665,DN,Retail,94,4.938949793,3.671072551
CUS01666,DN,Retail,126,5.022398077,4.431672216
CUS01667,HN,Retail,188,2.537945531,4.831468847
CUS01668,HP,B2B,99,4.314743616,4.159500925
CUS01669,DN,Retail,88,3.555341706,2.686676886
CUS01670,DN,Retail,20,4.936720618,4.025591254
CUS01671,CT,B2B,117,2.628342838,4.240788586
CUS01672,HP,Retail,103,3.127685002,3.208128449
CUS01673,HP,B2B,177,5.594291098,3.304419504
CUS01674,DN,Retail,99,2.679118466,3.988459813
CUS01675,HP,B2B,123,4.529648044,4.267783593
CUS01676,CT,B2B,74,3.260607517,4.67857512
CUS01677,HN,Retail,155,2.327541145,4.406304967
CUS01678,DN,Retail,51,2.894729565,2.834926816
CUS01679,HCM,Retail,185,5.477637323,3.370228593
CUS01680,DN,Retail,79,5.642198311,2.871913966
CUS01681,DN,Retail,165,3.679334373,4.392353168
CUS01682,HN,Retail,3,4.483603744,3.166121785
CUS01683,HCM,Retail,157,4.081992387,2.808768752
CUS01684,HCM,Retail,196,3.118776211,2.740574995
CUS01685,HCM,B2B,175,3.379181274,2.786239519
CUS01686,HN,Retail,80,4.107281956,3.11779653
CUS01687,HP,Retail,69,4.781448183,4.455887244
CUS01688,HCM,Retail,21,3.39942469,3.09431959
CUS01689,HP,Retail,42,4.795659501,3.203411457
CUS01690,CT,Retail,118,5.843923268,4.701734297
CUS01691,HN,Retail,21,2.098228631,3.605787562
CUS01692,HP,Retail,130,2.655348117,3.772069628
CUS01693,HCM,B2B,197,5.665084832,2.506805776
CUS01694,HCM,Retail,135,2.28627884,2.705268953
CUS01695,HP,Retail,35,5.060187008,4.351491113
CUS01696,HP,Retail,30,4.49591301,3.33365777
CUS01697,CT,B2B,172,2.190803616,2.87384572
CUS01698,HN,B2B,174,2.00290986,3.572015472
CUS01699,DN,Retail,55,4.00799657,2.612744232
CUS01700,CT,Retail,1,2.469381703,4.273440652
CUS01701,CT,Retail,125,5.488862237,2.700480918
CUS01702,CT,Retail,182,3.923098635,2.637186674
CUS01703,HCM,Retail,111,2.937775845,3.549252443
CUS01704,HP,Retail,129,2.672819529,3.967685998
CUS01705,HN,B2B,63,5.343090472,4.409744151
CUS01706,HCM,Retail,183,4.874955037,2.677402931
CUS01707,CT,B2B,86,4.871851091,3.337049373
CUS01708,HN,Retail,77,2.341226991,3.171414609
CUS01709,HCM,Retail,122,4.498071201,4.359395987
CUS01710,DN,Retail,155,5.477930333,3.423564961
CUS01711,CT,Retail,15,5.063602516,4.06963465
CUS01712,HCM,Retail,127,2.472626744,3.723445745
CUS01713,HCM,Retail,137,5.797117478,3.92414598
CUS01714,CT,Retail,69,2.278937491,3.414068712
CUS01715,DN,Retail,59,4.227617262,3.09814901
CUS01716,HP,Retail,151,5.780049329,2.649350135
CUS01717,DN,B2B,108,5.289026914,2.933673088
CUS01718,CT,B2B,113,4.723315979,2.931501157
CUS01719,HP,Retail,107,5.425374659,4.837103227
CUS01720,HCM,B2B,139,4.693125261,4.84345186
CUS01721,DN,Retail,24,2.219795259,3.139503207
CUS01722,DN,Retail,72,3.403487782,2.764104493
CUS01723,HP,B2B,111,3.708490114,3.204295489
CUS01724,HCM,Retail,182,4.185509044,4.491118462
CUS01725,DN,Retail,106,2.918561756,4.676915334
CUS01726,HP,Retail,159,5.524689679,3.752754251
CUS01727,DN,Retail,150,2.91480265,3.850297612
CUS01728,HCM,Retail,14,4.630374658,3.646759009
CUS01729,HCM,Retail,5,5.506429737,2.957013895
CUS01730,HN,Retail,127,4.931252233,2.624434423
CUS01731,HP,Retail,17,2.544050527,4.053492371
CUS01732,CT,Retail,82,5.80557674,4.496824728
CUS01733,DN,B2B,71,2.367666323,4.373368215
CUS01734,HCM,Retail,90,2.800268959,4.750738662
CUS01735,DN,Retail,172,2.556972376,4.534119858
CUS01736,DN,B2B,79,4.667668219,3.218940307
CUS01737,CT,B2B,93,5.229640299,2.792034246
CUS01738,HCM,Retail,177,2.952063449,3.576834581
CUS01739,HN,Retail,65,5.916993958,3.370769789
CUS01740,HP,Retail,132,2.55697517,4.321456784
CUS01741,DN,Retail,9,3.263474059,2.669933762
CUS01742,CT,Retail,36,3.961236933,4.857525323
CUS01743,CT,Retail,179,5.235390358,4.892920413
CUS01744,HP,Retail,122,3.506170124,2.720861902
CUS01745,HP,Retail,160,2.719585398,3.584909138
CUS01746,HCM,Retail,88,3.85974503,4.747864613
CUS01747,DN,B2B,121,3.905981157,2.968203271
CUS01748,DN,Retail,146,2.064820805,4.230534748
